68 LOADED
68 LOADED READY
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 3e-05
    weight_decay: 0
)
True
Using RandomRotation, RandomFlip
#################### Start Training ####################
2021-03-12 23:58:57.272139 Epoch [002/010], Step [1580/3422],  lateral-5: 0.0842]
2021-03-12 23:59:31.357193 Epoch [002/010], Step [1600/3422],  lateral-5: 0.0855]
2021-03-13 00:00:05.430797 Epoch [002/010], Step [1620/3422],  lateral-5: 0.0965]
2021-03-13 00:00:39.823597 Epoch [002/010], Step [1640/3422],  lateral-5: 0.1073]
2021-03-13 00:01:14.012371 Epoch [002/010], Step [1660/3422],  lateral-5: 0.1192]
2021-03-13 00:01:48.244712 Epoch [002/010], Step [1680/3422],  lateral-5: 0.1235]
2021-03-13 00:02:22.315830 Epoch [002/010], Step [1700/3422],  lateral-5: 0.1143]
2021-03-13 00:02:58.723062 Epoch [002/010], Step [1720/3422],  lateral-5: 0.0982]
2021-03-13 00:03:36.185958 Epoch [002/010], Step [1740/3422],  lateral-5: 0.1007]
2021-03-13 00:04:10.841520 Epoch [002/010], Step [1760/3422],  lateral-5: 0.1121]
2021-03-13 00:04:45.326432 Epoch [002/010], Step [1780/3422],  lateral-5: 0.1041]
2021-03-13 00:05:19.834938 Epoch [002/010], Step [1800/3422],  lateral-5: 0.0941]
2021-03-13 00:05:54.314724 Epoch [002/010], Step [1820/3422],  lateral-5: 0.0896]
2021-03-13 00:06:28.790082 Epoch [002/010], Step [1840/3422],  lateral-5: 0.0800]
2021-03-13 00:07:03.268277 Epoch [002/010], Step [1860/3422],  lateral-5: 0.0987]
2021-03-13 00:07:37.667593 Epoch [002/010], Step [1880/3422],  lateral-5: 0.1140]
2021-03-13 00:08:12.192983 Epoch [002/010], Step [1900/3422],  lateral-5: 0.0967]
2021-03-13 00:08:46.631047 Epoch [002/010], Step [1920/3422],  lateral-5: 0.0781]
2021-03-13 00:09:21.282648 Epoch [002/010], Step [1940/3422],  lateral-5: 0.0824]
2021-03-13 00:09:55.777589 Epoch [002/010], Step [1960/3422],  lateral-5: 0.1088]
2021-03-13 00:10:30.364732 Epoch [002/010], Step [1980/3422],  lateral-5: 0.1030]
2021-03-13 00:11:04.329317 Epoch [002/010], Step [2000/3422],  lateral-5: 0.0848]
2021-03-13 00:11:39.078039 Epoch [002/010], Step [2020/3422],  lateral-5: 0.0969]
2021-03-13 00:12:13.695060 Epoch [002/010], Step [2040/3422],  lateral-5: 0.0977]
2021-03-13 00:12:48.206193 Epoch [002/010], Step [2060/3422],  lateral-5: 0.0958]
2021-03-13 00:13:22.749382 Epoch [002/010], Step [2080/3422],  lateral-5: 0.1006]
